Animal_Name,Wali_Score_Onset,Wali_Score_Bout,Wali_Score_Running_into_Itself,VK_Score_Onset,VK_Score_Bout,VK_Score_Running_into_Itself,T1sum5minavg,T1_sum60min,T1_baselineavg,T1_30avg,T1_respbaseline,T2sum5minavg,T2_sum60min,T2_baselineavg,T2_30avg,T2_respbaseline,T1_TotalDist,T1_PercentCornerDist,T1_PercentPeripheralDist,T1_PercentCenterDist,T1_PercentCornerTime,T1_PercentPeripheralTime,T1_PercentCenterTime,T2_TotalDist,T2_PercentCornerDist,T2_PercentPeripheralDist,T2_PercentCenterDist,T2_PercentCornerTime,T2_PercentPeripheralTime,T2_PercentCenterTime,DD0Tau1ChiSq,DD0Power1,DD0Signif1,DD0PowerFFT,DD0Tau2ChiSq,DD0Power2,DD0signif2,DD0TauFFT,DD0AvgCounts,DD0Lightcounts,DD0DarkCounts,DD0TotalCounts,DD0Lightcounts,DD0Alpha,DD1Tau1ChiSq,DD1Power1,DD1Signif1,DD1PowerFFT,DD1Tau2ChiSq,DD1Power2,DD1Signif2,DD1TauFFT,DD1AvgCounts,DD1Lightcounts,DD1DarkCounts,DD1TotalCounts,DD1percentLightcounts,DD1Alpha,DD2Tau1ChiSq,DD2Power1,DD2Signif1,DD2PowerFFT,DD2Tau2ChiSq,DD2Power2,DD2Signif2,DD2TauFFT,DD2AvgCounts,DD2Lightcounts,DD2DarkCounts,DD2TotalCounts,DD2percentLightcounts,DD2Alpha,DDMAP0Tau1ChiSq,DDMAP0Power1,DDMAP0Signif1,DDMAP0PowerFFT,DDMAP0Tau2ChiSq,DDMAP0Power2,DDMAP0Signif2,DDMAP0TauFFT,DDMAP0AvgCounts,DDMAP0Lightcounts,DDMAP0DarkCounts,DDMAP0TotalCounts,DDMAP0percentLightcounts,DDMAP0Alpha,DDMAP1Tau1ChiSq,DDMAP1Power1,DDMAP1Signif1,DDMAP1PowerFFT,DDMAP1Tau2ChiSq,DDMAP1Power2,DDMAP1Signif2,DDMAP1TauFFT,DDMAP1AvgCounts,DDMAP1Lightcounts,DDMAP1DarkCounts,DDMAP1TotalCounts,DDMAP1percentLightcounts,DDMAP1Alpha,DDMAP2Tau1ChiSq,DDMAP2Power1,DDMAP2Signif1,DDMAP2PowerFFT,DDMAP2Tau2ChiSq,DDMAP2Power2,DDMAP2Signif2,DDMAP2TauFFT,DDMAP2AvgCounts,DDMAP2Lightcounts,DDMAP2DarkCounts,DDMAP2TotalCounts,DDMAP2percentLightcounts,DDMAP2Alpha,DDMAP3Tau1ChiSq,DDMAP3Power1,DDMAP3Signif1,DDMAP3PowerFFT,DDMAP3Tau2ChiSq,DDMAP3Power2,DDMAP3Signif2,DDMAP3TauFFT,DDMAP3AvgCounts,DDMAP3Lightcounts,DDMAP3DarkCounts,DDMAP3TotalCounts,DDMAP3percentLightcounts,DDMAP3Alpha,DDMAP4Tau1ChiSq,DDMAP4Power1,DDMAP4Signif1,DDMAP4PowerFFT,DDMAP4Tau2ChiSq,DDMAP4Power2,DDMAP4Signif2,DDMAP4TauFFT,DDMAP4AvgCounts,DDMAP4Lightcounts,DDMAP4DarkCounts,DDMAP4TotalCounts,DDMAP4percentLightcounts,DDMAP4Alpha,DDMAP5Tau1ChiSq,DDMAP5Power1,DDMAP5Signif1,DDMAP5PowerFFT,DDMAP5Tau2ChiSq,DDMAP5Power2,DDMAP5Signif2,DDMAP5TauFFT,DDMAP5AvgCounts,DDMAP5Lightcounts,DDMAP5DarkCounts,DDMAP5TotalCounts,DDMAP5percentLightcounts,DDMAP5Alpha,LDTau1ChiSq,LDPower1,LDSignif1,LDPowerFFT,LDTau2ChiSq,LDPower2,LDSignif2,LDTauFFT,LDAvgCounts,LDLightcounts,LDDarkCounts,LDTotalCounts,LDpercentLightcounts,LDAlpha
WT209G3N30355,1,2,0,1,1,0,3232.4,6305,535.4545455,568.4666667,33.01212121,2238,4512.4,327.3636364,380.3333333,52.96969697,7313.6,22.7,70.1,29.9,35.6,80,20,5273.3,24.1,79.5,20.5,41,86.3,13.7,23.6,3187.378,308.9,0.184,11.8,302.981,171.263,0.042,24.93,208.5,35690.35,35898.85,0.581,2.97,23.7,1725.691,310.042,0.23,11.8,193.498,171.263,0.042,25.16,361.5,35869.3,36230.8,0.998,13.52,23.6,1626.4,308.9,0.228,11.8,158.208,171.263,0.042,24.699,55.5,35511.4,35566.9,0.156,7.58,24,5463.501,313.466,0.183,12,878.963,173.663,0.042,22.695,23.512,32657.093,32680.605,0.072,9.342,23.7,1405.004,310.042,0.15,11.9,160.632,172.464,0.042,22.31,0.9,32125.8,32126.7,0.003,10.12,23.9,1414.102,312.325,0.207,11.9,154.452,172.464,0.042,22.297,0.6,32107,32107.6,0.002,9.2,23.9,1548.042,312.325,0.184,12,289.359,173.663,0.042,25.368,0,36530.1,36530.1,0,9.41,23.9,1548.042,312.325,0.161,11.9,365.373,172.464,0.042,22.182,33.4,31908.4,31941.8,0.105,9.34,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.9,1020.503,312.325,0.069,26,342.364,336.228,0.042,10.428,28.692,14987.692,15016.385,0.191,7.523
WT209G3N30356,2,2,0,2,1,0,4756.2,7482,542.3636364,787.2666667,244.9030303,6459.6,8606.6,434.6363636,1018.933333,584.2969697,8024.8,19.2,67,33,33,78.5,21.5,6255,18.3,73.4,26.6,36.4,83.6,16.4,23.7,3425.929,310.042,0.218,11.9,428.416,172.464,0.042,26.52,229,37960,38189,0.6,8.13,23.8,1741.622,311.184,0.235,11.9,227.192,172.464,0.042,27.151,410.3,38687,39097.3,1.049,13.79,23.7,1782.393,310.042,0.218,11.9,267.35,172.464,0.042,25.889,47.7,37233,37280.7,0.128,2.47,24.2,4060.49,315.747,0.16,12,334.867,173.663,0.042,23.558,161,33762.512,33923.512,0.475,5.363,23.9,1689.801,312.325,0.23,12,135.583,173.663,0.042,30.062,127.5,43161.7,43289.2,0.295,3.58,23.9,1667.329,312.325,0.216,12,112.811,173.663,0.042,28.651,103.9,41153.5,41257.4,0.252,2.78,24.1,1151.201,314.607,0.195,22.4,237.019,295.173,0.042,22.35,86.5,32097,32183.5,0.269,4,23.9,984.337,312.325,0.188,12,299.277,173.663,0.042,15.904,289.5,22611.7,22901.2,1.264,15.45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.9,1778.413,312.325,0.207,12,280.931,173.663,0.042,15.952,176.923,22794,22970.923,0.77,12.162
WT209G3N30357,2,1,0,2,2,0,4858.6,8034.2,597.5454545,810.7666667,213.2212121,7482.4,10207.8,546.8181818,1190.733333,643.9151515,11588.2,16.4,61.8,38.2,24.9,65.7,34.3,9909.8,15.8,64.4,35.6,28.2,75.7,24.3,23.7,2799.232,310.042,0.153,11.9,771.178,172.464,0.042,21.916,79.7,31480,31559.7,0.253,1.675,23.8,1421.569,311.184,0.161,11.9,387.958,172.464,0.042,22.45,140.2,32187.7,32327.9,0.434,8.09,23.6,1610.283,308.9,0.177,11.8,485.44,171.263,0.042,21.383,19.2,30772.3,30791.5,0.062,4.74,24.1,3956.965,314.607,0.098,12,808.809,173.663,0.042,22.995,290.605,32822.326,33112.93,0.878,10.87,23.9,1241.354,312.325,0.083,12,571.606,173.663,0.083,25.721,339.3,36698.6,37037.9,0.916,10.21,23.9,1075.314,312.325,0.094,12,303.523,173.663,0.042,22.238,292.9,31729.1,32022,0.915,10.72,23.9,939.322,312.325,0.086,12.1,294.178,174.862,0.042,22.649,306.9,32307.6,32614.5,0.941,10.32,23.9,1136.663,312.325,0.158,12.7,225.481,182.037,0.042,22.785,258.1,32552.4,32810.5,0.787,12.16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.9,1111.269,312.325,0.075,11.9,228.748,172.464,0.042,13.148,135.846,18797.462,18933.308,0.717,10.169
WT209G3N30358,3,2,1,3,3,1,5269.4,7887.4,461.2727273,893.1,431.8272727,5621.2,9004.4,358.1818182,916.3666667,558.1848485,7712.4,20.5,71.4,28.6,29.1,80.5,19.5,5853,23.1,75,25,38.8,87.7,12.3,23.8,3500.408,311.184,0.218,11.9,597.328,172.464,0.042,26.387,180.7,37817.25,37997.95,0.476,5.68,23.8,1814.014,311.184,0.231,11.9,301.216,172.464,0.042,26.936,275.8,38512.5,38788.3,0.711,12.35,23.8,1819.955,311.184,0.231,11.9,358.576,172.464,0.042,25.839,85.6,37122,37207.6,0.23,0.99,24.4,2804.761,318.027,0.16,28.6,621.313,365.664,0.041,26.527,195.628,38002.791,38198.419,0.512,4.053,23.9,1544.182,312.325,0.199,12.1,190.095,174.862,0.042,34.486,241.2,49418.8,49660,0.486,2.88,24.6,1405.241,320.306,0.211,26.7,310.316,344.169,0.042,29.799,215.2,42695.7,42910.9,0.502,13.21,25,1392.889,324.861,0.158,12.5,332.201,179.649,0.042,24.454,243.1,34970,35213.1,0.69,1.68,28.9,962.115,369.051,0.129,23.3,285.335,305.473,0.037,21.03,141.7,30141.1,30282.8,0.468,1.27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.9,1471.242,312.325,0.178,26.1,308.245,337.363,0.042,16.129,193.769,23032.385,23226.154,0.834,9.746
WT209G3N30359,2,1,0,2,3,1,2145.2,3666.4,390.5454545,342.0333333,-48.51212121,3483,6029.2,387.4545455,541.1333333,153.6787879,7113.5,15.7,61.7,38.3,26.7,74.9,25.1,6307.3,23.2,78.9,21.1,37.6,82.9,17.1,23.5,3137.119,307.758,0.164,11.8,798.811,171.263,0.042,25.176,48.05,36204.9,36252.95,0.133,5.34,23.5,1537.976,307.758,0.177,11.8,494.948,171.263,0.042,23.86,42.4,34316,34358.4,0.123,2.82,23.4,1735.973,306.615,0.191,11.7,513.199,170.062,0.042,26.491,53.7,38093.8,38147.5,0.141,7.86,24,3516.677,313.466,0.126,25.5,499.513,330.548,0.042,34.644,37.488,49849.814,49887.302,0.075,11.505,23.8,1723.743,311.184,0.231,11.9,118.226,172.464,0.042,37.487,0,53980.7,53980.7,0,13.03,23.7,1475.395,310.042,0.181,28.1,286.087,360.016,0.042,36.497,0,52555.7,52555.7,0,13.05,24,818.349,313.466,0.133,15.9,179.466,219.885,0.042,38.557,14.6,55506.8,55521.4,0.026,12.36,25.2,1051.143,327.136,0.165,27.5,316.667,353.23,0.037,30.167,146.6,43293.9,43440.5,0.337,8.71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.9,1229.114,312.325,0.15,11.9,345.769,172.464,0.042,11.697,141.615,16702.462,16844.077,0.841,9.685
WT209G3N30360,2,2,0,3,1,0,6982.2,10995.6,559.3636364,1170.766667,611.4030303,9063.6,12694,466.9090909,1426.133333,959.2242424,9411.3,19.5,73.4,26.6,31,78.4,21.6,7378.2,16.9,74.5,25.5,30,79.8,20.2,23.8,3527.726,311.184,0.273,11.9,208.769,172.464,0.042,34.46,473.45,49148.55,49622,0.954,10.745,23.9,1788.095,312.325,0.267,12,117.943,173.663,0.042,33.739,542.3,48042.5,48584.8,1.116,12.7,23.7,1832.844,310.042,0.256,11.8,134.65,171.263,0.042,35.18,404.6,50254.6,50659.2,0.799,8.79,24.2,6401.424,315.747,0.226,23.4,659.125,306.615,0.041,33.675,377.14,48115.163,48492.302,0.778,10.095,23.9,1730.737,312.325,0.265,25.8,267.815,333.957,0.042,38.5,297.4,55142.3,55439.7,0.536,10.6,23.9,1658.466,312.325,0.267,22.3,227.789,294.027,0.042,35.93,353.4,51385.5,51738.9,0.683,12.17,24.2,1659.886,315.747,0.282,11.9,96.63,172.464,0.042,30.85,428,43996.6,44424.6,0.963,12.51,23.9,1600.076,312.325,0.26,26,284.416,336.228,0.042,29.387,458.9,41857.9,42316.8,1.084,10.96,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.9,2021.36,312.325,0.232,16,164.816,221.057,0.042,24.058,213.308,34429.615,34642.923,0.616,11.777
WT209G3N30361,2,2,1,3,3,1,7383,12004.6,765.8181818,1232.3,466.4818182,9631.2,14715.8,652.2727273,1533.466667,881.1939394,12724.4,17.8,72.5,27.5,22.9,74,26,11135.4,13.2,66.7,33.3,19.8,70.2,29.8,23.8,3692.637,311.184,0.276,11.9,243.423,172.464,0.042,37.195,376.15,53185.15,53561.3,0.702,10.315,23.8,1877.42,311.184,0.283,11.9,109.847,172.464,0.042,37.68,476.9,53782.5,54259.4,0.879,13.62,23.8,1883.117,311.184,0.288,11.9,159.28,172.464,0.042,36.711,275.4,52587.8,52863.2,0.521,7.01,24.1,2804.325,314.607,0.161,27.6,753.616,354.362,0.042,35.729,378.419,51071.256,51449.674,0.736,9.063,23.9,1322.747,312.325,0.227,12.1,183.312,174.862,0.042,36.67,472.3,52333.1,52805.4,0.894,9.95,23.9,1378.535,312.325,0.208,11.8,124.381,171.263,0.042,38.113,426.1,54456.5,54882.6,0.776,12.84,24.4,1214.151,318.027,0.146,26.1,305.221,337.363,0.042,34.905,446.3,49816.7,50263,0.888,12.55,28.3,783.951,362.276,0.187,30,565.465,381.45,0.037,34.978,237.1,50130.8,50367.9,0.471,3.08,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.9,2211.518,312.325,0.291,16,163.191,221.057,0.042,26.637,328.615,38028.538,38357.154,0.857,14.123
WT209G3N30362,2,1,0,2,1,0,5806.4,7857.6,608.0909091,919.7666667,311.6757576,6966.6,8887.2,526.1818182,1072.633333,546.4515152,10420.1,16.3,63.6,36.4,24.1,66.5,33.5,8602.9,19.1,75.5,24.5,27.3,80.6,19.4,23.8,3300.394,311.184,0.248,11.9,200.284,172.464,0.042,32.844,460.2,46835.3,47295.5,0.973,12.1,23.9,1696.142,312.325,0.258,11.9,125.669,172.464,0.042,32.737,481,46660.3,47141.3,1.02,13.26,23.8,1703.815,311.184,0.244,11.9,119.01,172.464,0.042,32.951,439.4,47010.3,47449.7,0.926,10.94,24.2,6076.183,315.747,0.22,23.4,469.685,306.615,0.042,36.011,426.744,51428.837,51855.581,0.823,10.114,23.9,1603.68,312.325,0.245,12,138.587,173.663,0.042,41.736,334.4,59766.1,60100.5,0.556,9.79,24.4,1640.291,318.027,0.26,26.3,267.942,339.633,0.042,37.492,446.9,53541.1,53988,0.828,11.74,24.2,1501.068,315.747,0.239,12.1,96.848,174.862,0.042,33.828,383.7,48329,48712.7,0.788,12.11,23.9,1452.147,312.325,0.189,20.8,271.65,276.796,0.042,32.952,513.8,46937,47450.8,1.083,8.23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.9,2176.142,312.325,0.278,12,107.474,173.663,0.042,21.853,274.231,31193.692,31467.923,0.871,12.862
WT209G3N30363,2,1,0,3,1,0,4280,7197,522.2727273,722.5,200.2272727,4685.2,7225.4,343.6363636,761.2666667,417.630303,7998.8,19.8,73.4,26.6,32.5,82,18,5484.4,24.8,78.2,21.8,48.4,89.3,10.7,23.8,2760.556,311.184,0.178,15.9,384.996,219.885,0.042,26.061,355.1,37172.9,37528,0.946,10.62,23.9,1499.15,312.325,0.189,15.9,183.966,219.885,0.042,26.874,355,38343.7,38698.7,0.917,12.55,23.9,1366.162,312.325,0.163,15.9,263.313,219.885,0.042,25.248,355.2,36002.1,36357.3,0.977,8.69,24.2,6397.628,315.747,0.227,23.4,565.581,306.615,0.042,35.323,432.326,50432.116,50864.442,0.85,11.351,23.9,1751.874,312.325,0.269,12,127.464,173.663,0.042,38.748,393,55404,55797,0.704,10.94,23.9,1580.265,312.325,0.243,26.1,267.56,337.363,0.042,36.516,476.5,52106.8,52583.3,0.906,11.37,24.2,1457.488,315.747,0.253,26.1,273.864,337.363,0.042,31.218,463.5,44490.7,44954.2,1.031,13.36,23.9,1504.942,312.325,0.267,26.2,277.569,338.498,0.042,35.778,432.7,51088.3,51521,0.84,11.56,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.9,1645.493,312.325,0.158,12,154.322,173.663,0.042,20.592,222.308,29429.462,29651.769,0.75,12.646
WT209G3N30364,2,3,0,3,3,1,7533.4,10994,504.9090909,1263.7,758.7909091,8721.4,11436.2,649.0909091,1373.933333,724.8424242,8265.5,17.2,74.8,25.2,22.5,76.6,23.4,9410.1,14.2,72.5,27.5,25.1,75.6,24.4,24,2669.152,313.466,0.223,22.3,297.681,294.027,0.042,37.659,411.1,53818.15,54229.25,0.758,11.89,23.9,1543.684,312.325,0.231,25.8,268.642,333.957,0.042,39.126,383.9,55958,56341.9,0.681,11.81,24.2,1262.324,315.747,0.192,20.7,234.407,275.645,0.042,36.192,438.3,51678.3,52116.6,0.841,11.97,24.4,1899.845,318.027,0.117,25.9,940.682,335.092,0.002,23.334,152,33449.093,33601.093,0.452,1.777,24.3,780.354,316.888,0.117,21.9,276.945,289.44,0.042,26.645,416.6,37952.3,38368.9,1.086,9.25,24.4,329.05,318.027,0.032,10.2,134.637,151.934,0.008,5.186,75.2,7392.4,7467.6,1.007,1.64,24.8,988.952,322.584,0.17,26.9,311.333,346.436,0.042,37.151,102.1,53395.6,53497.7,0.191,10.88,23.9,552.291,312.325,0.112,26.9,340.74,346.436,0.008,20.38,0.7,29345.8,29346.5,0.002,7.07,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.9,2087.109,312.325,0.271,22.4,239.018,295.173,0.042,24.687,296.077,35253.154,35549.231,0.833,12.369
WT209G3N30365,2,2,0,2,2,0,4255.2,6893.8,593.7272727,730.9333333,137.2060606,4236.2,6426.4,479.1818182,713.8333333,234.6515152,9632.5,17.5,60.4,39.6,34.7,77.2,22.8,7130,19.8,72.2,27.8,42.7,84.3,15.7,23.7,3284.188,310.042,0.204,11.8,471.296,171.263,0.042,25.09,231.05,35898.4,36129.45,0.64,2.36,23.7,1665.197,310.042,0.204,11.9,240.761,172.464,0.042,26.942,430.1,38365.9,38796,1.109,9.91,23.6,1793.88,308.9,0.208,11.8,367.896,171.263,0.042,23.238,32,33430.9,33462.9,0.096,5.19,24.2,3562.355,315.747,0.148,12.2,472.362,176.06,0.041,25.261,111.023,36265.14,36376.163,0.305,2.405,23.9,1606.455,312.325,0.225,25.8,282.067,333.957,0.042,31.842,1.1,45851.8,45852.9,0.002,10.07,24.3,1396.842,316.888,0.201,12.2,145.208,176.06,0.042,29.734,31.2,42785.1,42816.3,0.073,1.16,24.7,1383.173,321.445,0.187,12.3,344.434,177.257,0.042,26.04,252.4,37244.7,37497.1,0.673,13.89,24,434.282,313.466,0.068,13.7,232.198,193.936,0.021,17.46,192.2,24950.1,25142.3,0.764,3.75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.9,1447.817,312.325,0.145,12,333.395,173.663,0.042,13.729,116.538,19653.538,19770.077,0.589,7.208
WT209G3N30366,2,1,0,3,3,1,7953.2,12436.6,726.7272727,1295.4,568.6727273,8039.8,11796.8,771.2727273,1269.866667,498.5939394,11416.2,16.2,70.9,29.1,24.7,76.4,23.6,12758.5,15,65,35,24.4,73.6,26.4,23.7,3056.916,310.042,0.221,15.8,218.034,218.711,0.042,35.693,313.9,51084.65,51398.55,0.611,6.755,23.7,1646.279,310.042,0.242,25.6,247.386,331.684,0.042,37.21,488.9,53092.9,53581.8,0.912,12.76,23.7,1480.886,310.042,0.228,15.8,165.968,218.711,0.042,34.177,138.9,49076.4,49215.3,0.282,0.75,24.1,3433.657,314.607,0.093,12,245.569,173.663,0.042,36.558,315.279,52327.628,52642.907,0.599,9.374,23.9,1622.354,312.325,0.23,12,190.491,173.663,0.042,43.575,261.7,62486.2,62747.9,0.417,9.41,24.2,1336.941,315.747,0.193,26.3,278.255,339.633,0.042,39.778,402.5,56878.1,57280.6,0.703,11.6,23.9,417.552,312.325,0.05,23.3,296.749,305.473,0.021,26.22,251.9,37504.8,37756.7,0.667,7.23,24.2,925.022,315.747,0.115,22.6,282.248,297.464,0.042,39.989,357.5,57226.7,57584.2,0.621,10.94,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.9,2040.383,312.325,0.292,16,165.827,221.057,0.042,23.062,296.462,32912.538,33209,0.893,11.023
WT209G3N30367,2,0,0,2,1,0,6831,10319.2,863,1112.433333,249.4333333,8010.6,13108.4,813.6363636,1202.933333,389.2969697,13405.8,16.7,66,34,27,74.1,25.9,11914.2,14.9,69.5,30.5,24,75,25,23.7,3920.309,310.042,0.282,15.8,355.342,218.711,0.042,33.71,336.3,48206.15,48542.45,0.693,11.09,23.7,1985.336,310.042,0.296,15.8,184.234,218.711,0.042,29.914,382.8,42693,43075.8,0.889,12.62,23.7,2069.259,310.042,0.296,15.8,201.384,218.711,0.042,37.506,289.8,53719.3,54009.1,0.537,9.56,24.1,6500.126,314.607,0.252,24.9,505.498,323.723,0.042,37.373,150.535,53667.047,53817.581,0.28,2.228,23.9,1786.055,312.325,0.264,12,168.352,173.663,0.042,39.317,134.2,56482.1,56616.3,0.237,0.43,23.9,1849.118,312.325,0.275,12,99.006,173.663,0.042,37.532,1.1,54045.7,54046.8,0.002,3.42,23.9,1585.642,312.325,0.237,22.4,218.259,295.173,0.042,38.007,108.4,54621.5,54729.9,0.198,1.35,24.4,1643.858,318.027,0.27,12.2,100.394,176.06,0.042,37.6,275.2,53869.4,54144.6,0.508,10.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.9,2078.324,312.325,0.263,16,166.701,221.057,0.042,22.232,255.538,31759.231,32014.769,0.798,12.285
WT209G3N30368,1,1,0,1,2,0,7405,10321.2,548.7272727,1231.433333,682.7060606,9016.8,11517.6,540.7272727,1385.833333,845.1060606,9084.7,18.9,71.4,28.6,31.3,79.6,20.4,7727.5,14.4,62.7,37.3,25.5,72.5,27.5,23.7,3037.089,310.042,0.196,31.7,397.856,400.563,0.042,35.766,348.783,51153.609,51502.391,0.677,8.839,23.8,1489.801,311.184,0.23,15.9,151.971,219.885,0.042,36.361,392.5,51967.5,52360,0.75,11.18,23.7,1373.136,310.042,0.183,10.2,108.629,151.934,0.042,35.966,295.5,51495,51790.5,0.571,8.03,24,3047.994,313.466,0.095,25,581.18,324.861,0.042,29.393,376.837,41948.953,42325.791,0.89,10.102,23.9,1225.3,312.325,0.204,12,107.42,173.663,0.042,33.477,384.2,47822,48206.2,0.797,9.43,24.3,839.465,316.888,0.131,12,154.197,173.663,0.042,25.655,364.5,36578.7,36943.2,0.987,12.46,23.9,919.519,312.325,0.088,12,218.08,173.663,0.042,34.264,393.2,48946.7,49339.9,0.797,10.89,24.3,911.835,316.888,0.158,26.5,323.391,341.902,0.042,30.148,458.8,42954.4,43413.2,1.057,10.39,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,1501.937,313.466,0.235,22,248.161,290.587,0.042,20.628,205.9,29498.5,29704.4,0.693,11.64
WT209G3N30369,1,1,0,2,1,0,4441,6712.6,295.6363636,714.7333333,419.0969697,5377.4,6096.8,299.3636364,793.6333333,494.269697,5789.7,22.4,69.7,30.3,38,83.2,16.8,4011.2,22.8,72,28,55.2,89.3,10.7,23.6,2714.746,308.9,0.163,11.8,572.815,171.263,0.042,21.515,29.25,30952.05,30981.3,0.094,4.525,23.6,1556.738,308.9,0.172,11.8,402.332,171.263,0.042,21.768,52.2,31293.3,31345.5,0.167,1.06,23.6,1328.525,308.9,0.16,11.8,255.754,171.263,0.042,21.262,6.3,30610.8,30617.1,0.021,7.99,24,6414.785,313.466,0.2,24.8,492.567,322.584,0.042,33.677,0.209,48494.535,48494.744,0,12.944,23.8,1931.001,311.184,0.252,11.9,166.321,172.464,0.042,38.329,0.8,55193.2,55194,0.001,14.19,23.9,1765.073,312.325,0.232,25.8,281.827,333.957,0.042,33.779,0.1,48641,48641.1,0,13.66,23.9,1409.533,312.325,0.14,20.8,260.95,276.796,0.042,33.2,0,47807.9,47807.9,0,12.39,23.9,1653.699,312.325,0.243,12.1,92.103,174.862,0.042,31.676,0,45613.2,45613.2,0,12.13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.9,1443.804,312.325,0.119,12,347.66,173.663,0.042,13.085,86.846,18755.462,18842.308,0.461,2.938
WT209G3N30370,1,2,1,2,2,1,7495.6,11613.8,384.8181818,1202.6,817.7818182,5572.2,7706,415.5454545,849.9666667,434.4212121,7318.4,13.4,59.7,40.3,18.9,63.4,36.6,6600.5,12.8,59.1,40.9,24.9,69.5,30.5,23.6,3210.322,308.9,0.191,11.8,557.332,171.263,0.042,23.753,103.75,34100.15,34203.9,0.303,4.655,23.7,1740.828,310.042,0.204,11.9,308.109,172.464,0.042,24.267,195.4,34748.9,34944.3,0.559,12.53,23.6,1636.113,308.9,0.193,11.8,353.476,171.263,0.042,23.239,12.1,33451.4,33463.5,0.036,3.22,24.2,2919.379,315.747,0.126,12.1,289.647,174.862,0.042,21.603,18.605,31090.419,31109.023,0.06,6.863,23.8,1479.378,311.184,0.148,11.9,244.387,172.464,0.042,27.604,0,39749.6,39749.6,0,7.13,23.9,1573.181,312.325,0.218,11.9,128.623,172.464,0.042,27.094,0.2,39015.6,39015.8,0.001,10.65,23.9,1019.613,312.325,0.127,12.1,248.925,174.862,0.042,21.264,0,30620.1,30620.1,0,9.18,24.2,700.068,315.747,0.08,12.1,166.72,174.862,0.042,13.176,32.8,18940.4,18973.2,0.173,0.84,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.9,1336.534,312.325,0.108,12,237.252,173.663,0.042,13.073,167.538,18657.385,18824.923,0.89,12.323
WT209G3N30371,2,3,1,3,3,1,3858.6,5226.4,265.5454545,643.9333333,378.3878788,3459.6,4535.8,275.1818182,565,289.8181818,4987.1,19.4,69.8,30.2,32.1,72.4,27.6,3943.8,25.1,77.9,22.1,55.3,86.6,13.4,23.8,2577.859,311.184,0.123,11.9,579.194,172.464,0.042,19.514,216.45,27883.75,28100.2,0.77,1.16,23.8,1366.218,311.184,0.131,11.9,317.047,172.464,0.042,20.467,329.7,29142.6,29472.3,1.119,0.12,23.7,1356.511,310.042,0.14,11.9,323.044,172.464,0.042,18.561,103.2,26624.9,26728.1,0.386,2.44,24.2,2628.136,315.747,0.08,26.7,645.59,344.169,0.042,24.388,225.047,34893.744,35118.791,0.641,6.793,24,994.626,313.466,0.09,12,322.339,173.663,0.042,20.742,99.8,29768.2,29868,0.334,9.99,23.9,934.079,312.325,0.141,15.4,212.977,214.012,0.042,25.87,303.5,36948.9,37252.4,0.815,10.89,25.8,991.104,333.957,0.205,12.9,195.188,184.423,0.037,23.087,207,33038.8,33245.8,0.623,2.2,25.5,1328.903,330.548,0.21,13.1,173.112,186.806,0.037,27.618,226.7,39543.2,39769.9,0.57,4.12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.9,1285.382,312.325,0.13,15.9,299.626,219.885,0.042,11.377,76.615,16306.231,16382.846,0.468,7.785
